"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"S5884","008","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","009","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","010","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","015","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","019","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","020","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","021","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","022","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","024","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","028","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","030","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","062","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","065","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","066","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","071","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","072","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","073","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","074","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","076","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","077","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","078","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","083","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","085","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","086","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","087","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","089","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","092","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","093","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","094","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Enhanced (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","101","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","102","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","103","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","104","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","105","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","106","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","107","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","108","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","109","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","110","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","111","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","112","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","113","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","114","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","115","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","116","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","131","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","132","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","133","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","134","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","135","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","136","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","137","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","138","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","139","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","140","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","141","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","142","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","143","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","144","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","145","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","146","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","147","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Preferred Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","148","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","149","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","150","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","151","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","152","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","153","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","154","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","155","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","156","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","157","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","158","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","159","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","160","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","161","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","162","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","163","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","164","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","165","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","166","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","167","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","168","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","169","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","170","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","171","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","172","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","173","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","174","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","175","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","176","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","177","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","178","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","179","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","180","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Walmart Rx Plan (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","834","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Medicare Employer (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","835","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Medicare Employer Non-CY (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5884","836","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","HUMANA INSURANCE COMPANY","Humana Insurance Company","Humana Medicare Employer - Walmart (PDP)","Humana Inc.",01/01/2006 0:00:00
"S5904","001","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Florida Blue","BlueMedicare Rx-Option 1 (PDP)","Guidewell Mutual Holding Corporation",01/01/2006 0:00:00
"S5904","002","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Florida Blue","BlueMedicare Rx-Option 2 (PDP)","Guidewell Mutual Holding Corporation",01/01/2006 0:00:00
"S5904","801","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Florida Blue","BlueMedicare Group Rx (PDP)","Guidewell Mutual Holding Corporation",01/01/2006 0:00:00
"S5904","802","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Florida Blue","BlueMedicare Group Rx (PDP)","Guidewell Mutual Holding Corporation",01/01/2006 0:00:00
"S5916","001","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH","Regence BlueShield of Idaho and Regence BC BS Utah","Regence Medicare Script Basic (PDP)","Cambia Health Solutions, Inc.",01/01/2006 0:00:00
"S5916","002","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH","Regence BlueShield of Idaho and Regence BC BS Utah","Regence Medicare Script Enhanced (PDP)","Cambia Health Solutions, Inc.",01/01/2006 0:00:00
"S5916","802","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","REGENCE BLUESHIELD OF IDAHO AND REGENCE BC BS UTAH","Regence BlueShield of Idaho and Regence BC BS Utah","Regence Medicare Script (PDP)","Cambia Health Solutions, Inc.",01/01/2006 0:00:00
"S5921","348","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","349","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","350","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","351","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","352","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","353","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","354","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","355","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","356","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","357","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","358","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","359","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","360","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","361","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
